;opis;dzielnica;pokoje;cena;metraz;cena_za_metr;link;data;ulica;lokator_ulica_dzielnica;geo_location;point;latitude;longitude;altitude;geometry;dst_center;vist_dist;trams_dist;cena_za_metr2
764;Magiczne 50 m2 dla rześkich duchem, Wysłouchów;Kraków , Podgórze Duchackie, Kurdwanów;2 pokoje;374000.0;50.0;7480.0;https://www.otodom.pl/oferta/magiczne-50-m2-dla-rzeskich-duchem-wyslouchow-ID44iWw.html#a4ecda7d5f;2020-02-16 19:04:12.677780;Wysłouchów;Kraków , Podgórze Duchackie, Kurdwanów, Wysłouchów;Wysłouchów, Marii i Bolesława Wysłouchów, Kurdwanów, Podgórze Duchackie, Kraków, województwo małopolskie, 30-611, Polska;(50.0082278, 19.951703, 0.0);50.0082278;19.951703;0.0;POINT (568173.1214385193 238316.7762070829);5949;4069.8319118585837;551.6011574693995;7480.0
765;Do zamieszkania w pobliżu kina Kijów, Kraków;Kraków , Zwierzyniec;2 pokoje;420000.0;36.3;11570.0;https://www.otodom.pl/oferta/do-zamieszkania-w-poblizu-kina-kijow-krakow-ID44HLD.html#a4ecda7d5f;2020-02-16 19:04:12.677780;"""Kraków""";"Kraków , Zwierzyniec, ""Kraków""";Muzeum Narodowe w Krakowie, 1, Aleja 3 Maja, Półwsie Zwierzynieckie, Delegatura Kraków-Krowodrza, Kraków, województwo małopolskie, 30-062, Polska;(50.06043135, 19.923620120041726, 0.0);50.06043135;19.923620120041726;0.0;POINT (566089.8027582596 244093.943053714);1028;717.4344316021419;127.74260714715376;11570.0
766;2 pokoje, osobna kuchnia, 63 m2, Kraków Rydlówka;Kraków , Podgórze;2 pokoje;598437.0;63.0;9499.0;https://www.otodom.pl/oferta/2-pokoje-osobna-kuchnia-63-m2-krakow-rydlowka-ID44Bhy.html#eace19cb28;2020-02-16 19:04:14.943580;"""Kraków""";"Kraków , Podgórze, ""Kraków""";Kraków Płaszów, Peron 2 - modernizacja, Płaszów, Podgórze, Kraków, województwo małopolskie, 30-902, Polska;(50.0345327, 19.9754459, 0.0);50.03453270000001;19.9754459;0.0;POINT (569835.7166101226 241262.4502461329);3976;1929.7407419693795;161.26094241877416;9499.0
767;Reduta, 3 pokoje z garażem, do wejścia;Kraków , Prądnik Czerwony;3 pokoje;605000.0;72.0;8403.0;https://www.otodom.pl/oferta/reduta-3-pokoje-z-garazem-do-wejscia-ID44HuD.html#a613ca9287;2020-02-16 19:04:15.902222;Reduta;Kraków , Prądnik Czerwony, Reduta;Reduta, Śródmieście, Prądnik Czerwony, Kraków, województwo małopolskie, 31-419, Polska;(50.0943474, 19.9795201, 0.0);50.0943474;19.9795201;0.0;POINT (570040.2394393402 247914.6448122291);4746;3822.8602615905716;1204.7700119166586;8403.0
768;Szkolne 1 lub 2 pokoje;Kraków , Nowa Huta;2 pokoje;278000.0;33.0;8424.0;https://www.otodom.pl/oferta/szkolne-1-lub-2-pokoje-ID44HtO.html#a613ca9287;2020-02-16 19:04:15.902222;Szkolne;Kraków , Nowa Huta, Szkolne;Osiedle Szkolne, Osiedle Na Skarpie, Delegatura Kraków-Nowa Huta, Kraków, województwo małopolskie, 32-977, Polska;(50.0774958, 20.0482373, 0.0);50.0774958;20.048237300000004;0.0;POINT (574980.0319449961 246108.3005765826);8079;2775.5565187985053;293.43741704568305;8424.0
769;Przytulne, 3-pok, mieszkanie na sprzedaż, Rydlówka;Kraków , Podgórze;3 pokoje;589000.0;46.0;12804.0;https://www.otodom.pl/oferta/przytulne-3-pok-mieszkanie-na-sprzedaz-rydlowka-ID44Hso.html#a613ca9287;2020-02-16 19:04:15.902222;Rydlówka;Kraków , Podgórze, Rydlówka;Rydlówka, Mateczny, Podgórze, Delegatura Kraków-Podgórze, Kraków, województwo małopolskie, 30-415, Polska;(50.0352782, 19.9349524, 0.0);50.0352782;19.9349524;0.0;POINT (566935.6490624668 241308.2663329504);2868;1078.1510350370095;324.46145984695704;12804.0
770;Mieszkanie, 108 m², Kraków;Kraków , Stare Miasto;4 pokoje;1836000.0;108.0;17000.0;https://www.otodom.pl/oferta/mieszkanie-108-m-krakow-ID44Hsb.html#a613ca9287;2020-02-16 19:04:15.902222;"""Kraków""";"Kraków , Stare Miasto, ""Kraków""";Kraków, województwo małopolskie, Polska;(50.0619474, 19.9368564, 0.0);50.0619474;19.9368564;0.0;POINT (567034.7997178583 244274.2426178176);133;872.2474472817381;319.62554019029886;15000.0
771;Nowe 2-pokojowe mieszkanie ul. L. Petrażyckiego;Kraków , Dębniki, Sidzina;2 pokoje;420000.0;55.0;7636.0;https://www.otodom.pl/oferta/nowe-2-pokojowe-mieszkanie-ul-l-petrazyckiego-ID44Hof.html#a613ca9287;2020-02-16 19:04:15.903219;Petrażyckiego;Kraków , Dębniki, Sidzina, Petrażyckiego;Leona Petrażyckiego, Sidzina, Dębniki, Kraków, województwo małopolskie, 30-399, Polska;(49.9827685, 19.8841141, 0.0);49.9827685;19.8841141;0.0;POINT (563365.0603897222 235427.5752610601);9513;6117.348981944735;3931.5079937055084;7636.0
772;Kraków, Bronowice, ul. Staszczyka;Kraków , Bronowice;2 pokoje;385000.0;47.0;8191.0;https://www.otodom.pl/oferta/krakow-bronowice-ul-staszczyka-ID44HnJ.html#a613ca9287;2020-02-16 19:04:15.903219;Staszczyka;Kraków , Bronowice, Staszczyka;Adama Staszczyka, Stara Krowodrza, Bronowice, Delegatura Kraków-Krowodrza, Kraków, województwo małopolskie, 30-124, Polska;(50.0757631, 19.9041373, 0.0);50.0757631;19.9041373;0.0;POINT (564675.1042671578 245781.0183961289);2922;2719.1731798511814;82.75412390907475;8191.0
773;Nowe! 3pok., IV-VIp., Balkon, ok. ul. Opolskiej;Kraków , Prądnik Biały;3 pokoje;374976.0;44.64;8400.0;https://www.otodom.pl/oferta/nowe-3pok-iv-vip-balkon-ok-ul-opolskiej-ID44GSu.html#1797ff2c09;2020-02-16 19:04:16.703591;Nowe;Kraków , Prądnik Biały, Nowe;Prądnik Biały, Kraków, województwo małopolskie, Polska;(50.1035684, 19.953603106301202, 0.0);50.1035684;19.953603106301202;0.0;POINT (568173.9969429389 248915.5791220115);4863;5338.652157178643;2274.0248095643856;8400.0
774;Słoneczne mieszkanie w Podgórzu za 240 000 zł!;Kraków , Podgórze;1 pokój;240000.0;33.0;7273.0;https://www.otodom.pl/oferta/sloneczne-mieszkanie-w-podgorzu-za-240-000-zl-ID44HnC.html#1797ff2c09;2020-02-16 19:04:16.704588;Słoneczne;Kraków , Podgórze, Słoneczne;Słoneczne Miasteczko, Bieżanów-Prokocim, Kraków, województwo małopolskie, Polska;(50.01992195, 20.056424288413524, 0.0);50.01992195;20.056424288413524;0.0;POINT (575656.0931287106 239717.2828907873);9612;3310.6155525518184;2419.670173831793;7273.0
775;4 pok 163m2 Kobierzyńska/ Ruczaj 798.000,-;Kraków , Dębniki, Ruczaj;4 pokoje;790000.0;163.0;4847.0;https://www.otodom.pl/oferta/4-pok-163m2-kobierzynska-ruczaj-798-000-ID3Rjnq.html#1797ff2c09;2020-02-16 19:04:16.704588;Kobierzyńska;Kraków , Dębniki, Ruczaj, Kobierzyńska;Kobierzyńska, Osiedle Ruczaj-Zaborze, Łagiewniki-Borek Fałęcki, Delegatura Kraków-Podgórze, Kraków, województwo małopolskie, 30-343, Polska;(50.0293863, 19.9185049, 0.0);50.0293863;19.9185049;0.0;POINT (565766.1945891131 240638.7870270088);3781;1751.7433864618272;301.4267608670499;4847.0
776;60 m2 Prądnik Biały po generalnym remoncie;Kraków , Prądnik Biały;2 pokoje;499000.0;54.9;9089.0;https://www.otodom.pl/oferta/60-m2-pradnik-bialy-po-generalnym-remoncie-ID44DFX.html#1797ff2c09;2020-02-16 19:04:16.704588;Prądnika;Kraków , Prądnik Biały, Prądnika;Prądnik Biały, Kraków, województwo małopolskie, Polska;(50.0955225, 19.9283169, 0.0);50.0955225;19.9283169;0.0;POINT (566377.4070532473 247998.4942823648);3900;4500.190004032419;779.7765063162345;9089.0
777;2 pokoje - Niezapominajek - 55 m2;Kraków , Zwierzyniec, Wola Justowska;2 pokoje;580000.0;55.0;10545.0;https://www.otodom.pl/oferta/2-pokoje-niezapominajek-55-m2-ID3JjXC.html#1797ff2c09;2020-02-16 19:04:16.705586;Niezapominajek;Kraków , Zwierzyniec, Wola Justowska, Niezapominajek;Niezapominajek, Wola Justowska - Chełm, Zwierzyniec, Kraków, województwo małopolskie, 30-239, Polska;(50.068948, 19.8418174, 0.0);50.068948;19.8418174;0.0;POINT (560225.8063902592 244971.4243951226);6922;2886.050561258449;3205.593667684401;10545.0
778;2-pokoje, Płaszów, Płaszowska do wejścia;Kraków , Podgórze, Płaszów;2 pokoje;330000.0;32.5;10154.0;https://www.otodom.pl/oferta/2-pokoje-plaszow-plaszowska-do-wejscia-ID44Hkn.html#1797ff2c09;2020-02-16 19:04:16.705586;Płaszów;Kraków , Podgórze, Płaszów, Płaszów;Kraków Płaszów, Peron 2 - modernizacja, Płaszów, Podgórze, Kraków, województwo małopolskie, 30-902, Polska;(50.0345327, 19.9754459, 0.0);50.03453270000001;19.9754459;0.0;POINT (569835.7166101226 241262.4502461329);3976;1929.7407419693795;161.26094241877416;10154.0
779;Nowe! 1pok., IV-VIp., Balkon, ok. ul. Opolskiej;Kraków , Prądnik Biały;1 pokój;258232.0;24.83;10400.0;https://www.otodom.pl/oferta/nowe-1pok-iv-vip-balkon-ok-ul-opolskiej-ID44Hk6.html#1797ff2c09;2020-02-16 19:04:16.705586;Nowe;Kraków , Prądnik Biały, Nowe;Prądnik Biały, Kraków, województwo małopolskie, Polska;(50.1035684, 19.953603106301202, 0.0);50.1035684;19.953603106301202;0.0;POINT (568173.9969429389 248915.5791220115);4863;5338.652157178643;2274.0248095643856;10400.0
780;Kępna 2 pokoje!;Kraków , Łagiewniki-Borek Fałęcki, Borek Fałęcki;2 pokoje;360000.0;47.0;7660.0;https://www.otodom.pl/oferta/kepna-2-pokoje-ID44HjP.html#1797ff2c09;2020-02-16 19:04:16.705586;Kępna;Kraków , Łagiewniki-Borek Fałęcki, Borek Fałęcki, Kępna;Kępna, Borek Fałęcki, Łagiewniki-Borek Fałęcki, Kraków, województwo małopolskie, 30-427, Polska;(50.01407, 19.9173032, 0.0);50.01407;19.9173032;0.0;POINT (565701.039690943 238935.3367662355);5424;3054.636971663114;670.0411335050135;7660.0
781;Apartament Dwupoziomowy W Kameralnej Zabudowie;Kraków , Nowa Huta;4 pokoje;433725.0;57.83;7500.0;https://www.otodom.pl/oferta/apartament-dwupoziomowy-w-kameralnej-zabudowie-ID44Hj5.html#83328eeb52;2020-02-16 19:04:17.883293;budowie;Kraków , Nowa Huta, budowie;S7 w budowie do IV 2022 r., Szpilka, Mistrzejowice, Zalesie, gmina Michałowice, Kraków, województwo małopolskie, 31-762, Polska;(50.14554, 20.05102, 0.0);50.14554;20.05102;0.0;POINT (575072.6102751861 253674.2136344966);12383;9920.785086721624;5559.103936925258;7500.0
782;Mieszkanie 4 pokojowe Stare Dębniki widok na Wawel;Kraków , Dębniki, Stare Dębniki;4 pokoje;869000.0;99.0;8778.0;https://www.otodom.pl/oferta/mieszkanie-4-pokojowe-stare-debniki-widok-na-wawel-ID43Cvp.html#83328eeb52;2020-02-16 19:04:17.883293;Dębnicki;Kraków , Dębniki, Stare Dębniki, Dębnicki;Park Dębnicki, Dębniki, Łagiewniki-Borek Fałęcki, Delegatura Kraków-Podgórze, Kraków, województwo małopolskie, Polska;(50.0495234, 19.91693092494888, 0.0);50.0495234;19.91693092494888;0.0;POINT (565626.040058322 242875.6318850024);1973;147.50905019145674;346.35659507003743;8778.0
783;Mieszkanie 2 pokojowe Dębnik;Kraków , Dębniki, Stare Dębniki;2 pokoje;644000.0;52.0;12385.0;https://www.otodom.pl/oferta/mieszkanie-2-pokojowe-debnik-ID44HgI.html#83328eeb52;2020-02-16 19:04:17.884291;Dębnicka;Kraków , Dębniki, Stare Dębniki, Dębnicka;Dębnicka, Dębniki, Delegatura Kraków-Podgórze, Kraków, województwo małopolskie, 30-324, Polska;(50.0486355, 19.9229271, 0.0);50.0486355;19.922927100000006;0.0;POINT (566056.4070851908 242782.2246920913);1746;323.7293549134863;273.3506011909082;12385.0
784;Mieszkanie, 171 m², Kraków;Kraków , Stare Miasto;4 pokoje;525000.0;171.0;3070.0;https://www.otodom.pl/oferta/mieszkanie-171-m-krakow-ID44HgC.html#83328eeb52;2020-02-16 19:04:17.884291;"""Kraków""";"Kraków , Stare Miasto, ""Kraków""";Kraków, województwo małopolskie, Polska;(50.0619474, 19.9368564, 0.0);50.0619474;19.9368564;0.0;POINT (567034.7997178583 244274.2426178176);133;872.2474472817381;319.62554019029886;3070.0
785;2pokojowe, 40m2, ul. Niebyła, 2015 rok, Wzgórza;Kraków , Wzgórza Krzesławickie;2 pokoje;334000.0;39.14;8533.0;https://www.otodom.pl/oferta/2pokojowe-40m2-ul-niebyla-2015-rok-wzgorza-ID44Hgg.html#83328eeb52;2020-02-16 19:04:17.884291;Niebyła;Kraków , Wzgórza Krzesławickie, Niebyła;Niebyła, Osiedle Na Wzgórzach, Wzgórza Krzesławickie, Kraków, województwo małopolskie, 31-722, Polska;(50.0973219, 20.0607986, 0.0);50.0973219;20.0607986;0.0;POINT (575847.2214444809 248324.6459862757);9649;5029.112593127911;413.3069095935922;8533.0
786;Funkcjonalne 3 pokojowe mieszkanie - Koszykarska;Kraków , Podgórze;3 pokoje;390000.0;45.6;8553.0;https://www.otodom.pl/oferta/funkcjonalne-3-pokojowe-mieszkanie-koszykarska-ID44p1Q.html#83328eeb52;2020-02-16 19:04:17.885288;Koszykarska;Kraków , Podgórze, Koszykarska;Koszykarska, Zagumnie, Podgórze, Kraków, województwo małopolskie, 30-728, Polska;(50.0525057, 19.9894841, 0.0);50.05250570000001;19.9894841;0.0;POINT (570814.2974875763 243273.3436134327);3795;564.537725822497;1173.803128114774;8553.0
787;2 pokoje dla aktywnych w Centrum Krakowa;Kraków , Śródmieście;2 pokoje;367824.0;37.92;9700.0;https://www.otodom.pl/oferta/2-pokoje-dla-aktywnych-w-centrum-krakowa-ID44dFG.html#83328eeb52;2020-02-16 19:04:17.886286;Krakowa;Kraków , Śródmieście, Krakowa;Muzeum Historyczne Miasta Krakowa, 35, Rynek Główny, Stare Miasto, Kraków, województwo małopolskie, 31-013, Polska;(50.0627747, 19.936496, 0.0);50.06277470000001;19.936496;0.0;POINT (567007.8599429791 244365.8735910403);225;945.9751988803415;250.9157178106114;9700.0
788;Mieszkanie Kliny Borkowskie, ul. Borkowska;Kraków , Swoszowice;3 pokoje;475000.0;60.0;7917.0;https://www.otodom.pl/oferta/mieszkanie-kliny-borkowskie-ul-borkowska-ID44CXr.html#de3f47c1fe;2020-02-16 19:23:05.806940;Borkowska;Kraków , Swoszowice, Borkowska;Borkowska, Osiedle Millenia Fort, Łagiewniki-Borek Fałęcki, Delegatura Kraków-Podgórze, Kraków, województwo małopolskie, 32, Polska;(50.0024467, 19.9042579, 0.0);50.0024467;19.9042579;0.0;POINT (564782.3173881734 237632.0379970493);6943;4018.9462366335483;1992.9216725701028;7917.0
789;Mieszkanie, 73,76 m², Kraków;Kraków , Dębniki, Ruczaj;3 pokoje;899000.0;73.76;12188.0;https://www.otodom.pl/oferta/mieszkanie-73-76-m-krakow-ID44juI.html#bcc2421ba9;2020-02-16 19:37:28.925363;"""Kraków""";"Kraków , Dębniki, Ruczaj, ""Kraków""";Przychodnia NZOZ Kraków - Południe, Zachodnia, Osiedle Ruczaj-Zaborze, Łagiewniki-Borek Fałęcki, Delegatura Kraków-Podgórze, Kraków, województwo małopolskie, 30-350, Polska;(50.0260635, 19.9047378, 0.0);50.0260635;19.9047378;0.0;POINT (564784.9356098109 240257.4394052504);4553;1469.4491897048651;102.0717319047882;12188.0
790;Mieszkanie, 89 m², Kraków;Kraków , Stare Miasto;3 pokoje;858000.0;89.0;9640.0;https://www.otodom.pl/oferta/mieszkanie-89-m-krakow-ID3Fyug.html#e7b1ebfb0e;2020-02-16 19:37:30.003232;"""Kraków""";"Kraków , Stare Miasto, ""Kraków""";Kraków, województwo małopolskie, Polska;(50.0619474, 19.9368564, 0.0);50.0619474;19.9368564;0.0;POINT (567034.7997178583 244274.2426178176);133;872.2474472817381;319.62554019029886;9640.0
791;Stylowy apartament. Okolice Krakowa. Kameralne os.;Kraków , małopolskie;2 pokoje;389000.0;54.23;7173.0;https://www.otodom.pl/oferta/stylowy-apartament-okolice-krakowa-kameralne-os-ID42huS.html#de3f47c1fe;2020-02-17 17:59:13.622823;Krakowa;Kraków , małopolskie, Krakowa;Muzeum Historyczne Miasta Krakowa Ulica Pomorska, 2, Pomorska, Nowa Wieś, Krowodrza, Kraków, województwo małopolskie, 30-039, Polska;(50.0707757, 19.9248071, 0.0);50.07077570000001;19.924807100000002;0.0;POINT (566160.5045714352 245244.7674069274);1438;1786.5194731988083;152.8151209978189;7173.0
792;1 Pok. z oddzielną kuchnią ul. Raciborska Dębniki;Kraków , Dębniki;1 pokój;275000.0;34.38;7999.0;https://www.otodom.pl/oferta/1-pok-z-oddzielna-kuchnia-ul-raciborska-debniki-ID44Jmu.html#de3f47c1fe;2020-02-17 17:59:13.623820;Raciborska;Kraków , Dębniki, Raciborska;Raciborska, Kobierzyn, Dębniki, Kraków, województwo małopolskie, 30-348, Polska;(50.0209542, 19.9020634, 0.0);50.0209542;19.9020634;0.0;POINT (564600.286513971 239687.2303350437);5140;1964.6260671303364;289.01275775714015;7999.0
793;2 Pok. z oddzielną kuchnią ul. Raciborska Dębniki;Kraków , Dębniki;2 pokoje;388000.0;50.9;7623.0;https://www.otodom.pl/oferta/2-pok-z-oddzielna-kuchnia-ul-raciborska-debniki-ID44Jmr.html#de3f47c1fe;2020-02-17 17:59:13.623820;Raciborska;Kraków , Dębniki, Raciborska;Raciborska, Kobierzyn, Dębniki, Kraków, województwo małopolskie, 30-348, Polska;(50.0209542, 19.9020634, 0.0);50.0209542;19.9020634;0.0;POINT (564600.286513971 239687.2303350437);5140;1964.6260671303364;289.01275775714015;7623.0
794;Wyjątkowo słoneczne mieszkanie z własnym ogrodem!;Kraków , Podgórze;2 pokoje;380000.0;37.0;10270.0;https://www.otodom.pl/oferta/wyjatkowo-sloneczne-mieszkanie-z-wlasnym-ogrodem-ID44JlU.html#de3f47c1fe;2020-02-17 17:59:13.623820;Słoneczne;Kraków , Podgórze, Słoneczne;Słoneczne Miasteczko, Bieżanów-Prokocim, Kraków, województwo małopolskie, Polska;(50.01992195, 20.056424288413524, 0.0);50.01992195;20.056424288413524;0.0;POINT (575656.0931287106 239717.2828907873);9612;3310.6155525518184;2419.670173831793;10270.0
795;1 lub 2 Pokojowe ul. Raciborska, Dębniki - Ruczaj;Kraków , Dębniki;1 pokój;260000.0;32.3;8050.0;https://www.otodom.pl/oferta/1-lub-2-pokojowe-ul-raciborska-debniki-ruczaj-ID44Jgu.html#de3f47c1fe;2020-02-17 17:59:13.625814;Raciborska;Kraków , Dębniki, Raciborska;Raciborska, Kobierzyn, Dębniki, Kraków, województwo małopolskie, 30-348, Polska;(50.0209542, 19.9020634, 0.0);50.0209542;19.9020634;0.0;POINT (564600.286513971 239687.2303350437);5140;1964.6260671303364;289.01275775714015;8050.0
796;Trzy Pokoje Blisko Bonarki Nowa Inwestycja;Kraków , Podgórze Duchackie;3 pokoje;396600.0;51.18;7749.0;https://www.otodom.pl/oferta/trzy-pokoje-blisko-bonarki-nowa-inwestycja-ID43Glq.html#bcc2421ba9;2020-02-17 17:59:14.516635;Bonarka;Kraków , Podgórze Duchackie, Bonarka;Bonarka, Delegatura Kraków-Podgórze, Kraków, województwo małopolskie, 30644, Polska;(50.0252282, 19.9501365, 0.0);50.0252282;19.9501365;0.0;POINT (568036.8985103639 240204.9246889083);4071;2191.835186538935;1105.3513432597472;7749.0
797;Podgórze | Pasaż Podgórski | 3 pok | Eng;Kraków , Podgórze;3 pokoje;779000.0;65.0;11985.0;https://www.otodom.pl/oferta/podgorze-pasaz-podgorski-3-pok-eng-ID44Jfa.html#bcc2421ba9;2020-02-17 17:59:14.516635;Podgórki;Kraków , Podgórze, Podgórki;Podgórki, Dębniki, Kraków, województwo małopolskie, 30-398, Polska;(50.013248, 19.8111069, 0.0);50.013248;19.8111069;0.0;POINT (558095.9073118743 238756.062685973);10504;1738.4328437403192;5610.69822339447;11985.0
798;2 pok Kliny Borkowska Piekne mieszkanie z balkonem;Kraków , Dębniki, Kliny-Zacisze;2 pokoje;359000.0;38.0;9447.0;https://www.otodom.pl/oferta/2-pok-kliny-borkowska-piekne-mieszkanie-z-balkonem-ID44JeU.html#bcc2421ba9;2020-02-17 17:59:14.516635;Borkowska;Kraków , Dębniki, Kliny-Zacisze, Borkowska;Borkowska, Kliny Zacisze, Łagiewniki-Borek Fałęcki, Delegatura Kraków-Podgórze, Kraków, województwo małopolskie, 30-446, Polska;(50.0030745, 19.9055033, 0.0);50.0030745;19.9055033;0.0;POINT (564870.6934346773 237702.8967975546);6846;3965.1078618076795;1879.676611550325;9447.0
799;Ugorek ul. Kantora 3-pokojowe;Kraków , Prądnik Czerwony, Ugorek;3 pokoje;470000.0;53.0;8868.0;https://www.otodom.pl/oferta/ugorek-ul-kantora-3-pokojowe-ID44JeR.html#bcc2421ba9;2020-02-17 17:59:14.516635;Ugorek;Kraków , Prądnik Czerwony, Ugorek, Ugorek;Ugorek, Prądnik Czerwony, Kraków, województwo małopolskie, 31-457, Polska;(50.0761099, 19.9820437, 0.0);50.0761099;19.982043700000002;0.0;POINT (570247.3369101509 245889.9167646272);3564;1790.7855216879652;498.58821499493007;8868.0
800;Duże, dwupoziomowe mieszkanie na południu Krakowa;Kraków , Podgórze Duchackie;5 pokoi;796500.0;135.0;5900.0;https://www.otodom.pl/oferta/duze-dwupoziomowe-mieszkanie-na-poludniu-krakowa-ID43Yf8.html#bcc2421ba9;2020-02-17 17:59:14.516635;Krakowa;Kraków , Podgórze Duchackie, Krakowa;Straż Miejska Miasta Krakowa - Oddział I Śródmieście, 10, Walerego Sławka, Wola Duchacka, Podgórze Duchackie, Kraków, województwo małopolskie, 30-633, Polska;(50.0242255, 19.9596311, 0.0);50.0242255;19.959631100000006;0.0;POINT (568718.2026711528 240102.1594296116);4371;2520.8703496301328;1246.3706965487252;5900.0
801;Mieszkanie, 33,27 m², Kraków;Kraków , Wzgórza Krzesławickie;2 pokoje;245000.0;33.27;7364.0;https://www.otodom.pl/oferta/mieszkanie-33-27-m-krakow-ID44Jcx.html#bcc2421ba9;2020-02-17 17:59:14.516635;"""Kraków""";"Kraków , Wzgórza Krzesławickie, ""Kraków""";ArcelorMittal oddział Kraków (Huta im. Tadeusza Sendzimira), 1, Ujastek, Krzesławice, Wzgórza Krzesławickie, Kraków, województwo małopolskie, 31-752, Polska;(50.0799299, 20.0665192, 0.0);50.0799299;20.0665192;0.0;POINT (576283.8405999765 246397.3590065716);9411;3181.061945654194;49.04297231010195;7364.0
802;Mieszkanie, 53 m², Kraków;Kraków , Bronowice;2 pokoje;599000.0;53.0;11302.0;https://www.otodom.pl/oferta/mieszkanie-53-m-krakow-ID44Jcv.html#bcc2421ba9;2020-02-17 17:59:14.516635;"""Kraków""";"Kraków , Bronowice, ""Kraków""";Kraków Mydlniki, Generała Bolesława Wieniawy-Długoszowskiego, Mydlniki, Bronowice, Kraków, województwo małopolskie, 30-149, Polska;(50.0835967, 19.8596997, 0.0);50.0835967;19.8596997;0.0;POINT (561486.3987794621 246614.2021077145);6127;4382.288756366058;1602.0884343832315;11302.0
803;Mieszkanie, 28,80 m², Kraków;Kraków , Łagiewniki-Borek Fałęcki, Łagiewniki;2 pokoje;387000.0;28.8;13438.0;https://www.otodom.pl/oferta/mieszkanie-28-80-m-krakow-ID44Jcw.html#bcc2421ba9;2020-02-17 17:59:14.516635;"""Kraków""";"Kraków , Łagiewniki-Borek Fałęcki, Łagiewniki, ""Kraków""";Dekanat Kraków-Podgórze, Tokarska, Borek Fałęcki, Łagiewniki-Borek Fałęcki, Kraków, województwo małopolskie, 30-426, Polska;(50.036154499999995, 19.97679720722779, 0.0);50.0361545;19.976797207227786;0.0;POINT (569930.1043543577 241443.9751530085);3912;1762.2891349956085;295.52122499505754;13438.0
804;Mieszkanie Kraków Biały Prądnik - zarezerowane;Kraków , Prądnik Biały;3 pokoje;395000.0;62.5;6320.0;https://www.otodom.pl/oferta/mieszkanie-krakow-bialy-pradnik-zarezerowane-ID44x92.html#e7b1ebfb0e;2020-02-17 17:59:16.025693;"""Kraków""";"Kraków , Prądnik Biały, ""Kraków""";Obiekt Radionawigacyjny Krakow NDB, Prądnik Biały, Kraków, województwo małopolskie, Polska;(50.09566385, 19.912793398315383, 0.0);50.09566385;19.912793398315387;0.0;POINT (565267.2553505549 248000.5239568567);4253;4676.927697786241;1528.0589948601728;6320.0
805;Mieszkanie, 73,21 m², Kraków;Kraków , Bronowice, Mydlniki;3 pokoje;599000.0;73.21;8182.0;https://www.otodom.pl/oferta/mieszkanie-73-21-m-krakow-ID43EsB.html#e7b1ebfb0e;2020-02-17 17:59:16.025693;"""Kraków""";"Kraków , Bronowice, Mydlniki, ""Kraków""";Kraków Mydlniki, Generała Bolesława Wieniawy-Długoszowskiego, Mydlniki, Bronowice, Kraków, województwo małopolskie, 30-149, Polska;(50.0835967, 19.8596997, 0.0);50.0835967;19.8596997;0.0;POINT (561486.3987794621 246614.2021077145);6127;4382.288756366058;1602.0884343832315;8182.0
